Country Name,Country Code,Series,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Comoros,COM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.1995,..,..,97.23629,99.42279,..,..,..,..,..
Comoros,COM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.93166,..,..,0.95721,0.99835,..,..,..,..,..
Comoros,COM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,15345,..,..,17935,22667,..,..,..,..,..
"Congo, Dem. Rep.",COD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.95143,2.17044,2.11869,1.45495,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,104.89545,107.57629,..,..,114.67573,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.90907,0.99266,..,..,0.93854,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.0172,4.56147,..,5.46505,3.51105,..,..,..,..,..
"Congo, Rep.",COG,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.86952,7.08254,7.09768,7.31572,6.97857,7.04876,..,..,..,..
Costa Rica,CRI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,111.27261,110.97032,112.08994,111.46981,113.80664,116.62112,..,..,..,..
Costa Rica,CRI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99129,0.99426,1.00577,1.01129,1.00888,1.00741,..,..,..,..
Costa Rica,CRI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,9974,8005,6189,13846,509,555,..,..,..,..
Cote d'Ivoire,CIV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.57743,3.49416,3.97232,3.80348,3.25603,..,..,..,..,..
Cote d'Ivoire,CIV,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,80.61577,84.87671,90.62413,93.81539,95.97512,97.23086,..,..,..,..
Cote d'Ivoire,CIV,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.86716,0.88031,0.89618,0.91179,0.92644,0.94057,..,..,..,..
Cote d'Ivoire,CIV,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,987969,864920,489791,430570,241575,199358,..,..,..,..
Croatia,HRV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,3.91713,..,..,..,..,..,..
Croatia,HRV,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.78111,100.57915,98.40669,96.53224,94.75321,..,..,..,..,..
Croatia,HRV,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99586,1,1.0041,1.00124,1.0031,..,..,..,..,..
Croatia,HRV,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1950,1851,2636,2304,2766,..,..,..,..,..
Cuba,CUB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.4364,96.49493,96.98299,97.77472,99.58639,101.04029,..,..,..,..
Cuba,CUB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9506,0.94312,0.95083,0.94929,0.95668,0.96602,..,..,..,..
Cuba,CUB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,37618,44344,40376,31515,15680,5703,..,..,..,..
Curacao,CUW,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.4485,6.34636,6.1638,5.77719,..,..,..,..,..,..
Cyprus,CYP,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.58708,99.29021,98.72413,99.36173,99.34234,..,..,..,..,..
Cyprus,CYP,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00852,0.99981,1.00354,1.00108,0.99115,..,..,..,..,..
Cyprus,CYP,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1217,758,961,754,329,..,..,..,..,..
Czechia,CZE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.99462,5.78885,5.58738,3.85402,..,..,..,..,..,..
Czechia,CZE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,98.67689,99.69926,100.49187,100.95971,100.81886,..,..,..,..,..
Czechia,CZE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00017,1.00358,1.00552,1.0056,1.00602,..,..,..,..,..
Czechia,CZE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3511,1026,1840,1847,2386,..,..,..,..,..
Denmark,DNK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.63485,..,..,7.81608,..,..,..,..,..,..
Denmark,DNK,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.70018,100.76162,101.19146,100.93354,100.46653,..,..,..,..,..
Denmark,DNK,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9886,0.98671,0.98831,0.99359,0.99889,..,..,..,..,..
Denmark,DNK,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,2315,275,47,944,2813,..,..,..,..,..
Djibouti,DJI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,3.59024,3.92439,3.74856,3.62774,..,..,..,..,..
Djibouti,DJI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,72.9942,72.83492,71.88542,71.9182,71.18781,75.11438,72.20651,..,..,..
Djibouti,DJI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.05233,1.07193,1.0673,1.06238,1.02351,0.9957,0.95842,..,..,..
Djibouti,DJI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,29421,35253,37933,35576,33948,30090,30897,..,..,..
Dominica,DMA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,3.40858,..,..,..,5.57345,..,..,..,..
Dominica,DMA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,116.39496,115.24678,113.15034,..,..,98.70346,..,..,..,..
Dominica,DMA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00503,0.98417,0.97337,..,..,0.96776,..,..,..,..
Dominica,DMA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,61,..,..,228,..,..,..,..
Dominican Republic,DOM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.2051,106.21861,105.81693,103.96925,102.47112,109.43024,..,..,..,..
Dominican Republic,DOM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9066,0.91242,0.92314,0.93251,0.94176,0.95223,..,..,..,..
Dominican Republic,DOM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,93781,52389,53438,61774,65825,45804,..,..,..,..
Ecuador,ECU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.26099,4.9987,..,..,..,..,..,..,..,..
Ecuador,ECU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.06673,107.93711,105.4088,104.16268,104.12743,..,..,..,..,..
Ecuador,ECU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00327,1.00462,1.00888,1.01194,1.01642,..,..,..,..,..
Ecuador,ECU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,19364,18294,19917,21217,24550,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.71776,..,105.43012,106.27984,106.49911,106.85143,..,..,..,..
"Egypt, Arab Rep.",EGY,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99713,..,1.00067,1.00268,1.00392,1.00809,..,..,..,..
"Egypt, Arab Rep.",EGY,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,44389,..,57267,63338,77552,90674,..,..,..,..
El Salvador,SLV,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.82416,3.90988,3.82524,3.72523,3.59242,..,..,..,..,..
El Salvador,SLV,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.93379,100.42776,97.77417,94.4722,93.26777,..,..,..,..,..
El Salvador,SLV,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.95772,0.95835,0.96099,0.96637,0.9683,..,..,..,..,..
El Salvador,SLV,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,50020,64815,74263,102738,95746,..,..,..,..,..
Equatorial Guinea,GNQ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,61.58919,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,0.99409,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,83611,..,..,..,..,..,..,..,..
Eritrea,ERI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,73.43309,70.39866,..,63.19859,63.07898,..,..,..,..,..
Eritrea,ERI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.85368,0.86172,..,0.85945,0.85746,..,..,..,..,..
Eritrea,ERI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,162329,186394,..,238210,241988,..,..,..,..,..
Estonia,EST,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.36708,5.10685,5.17054,4.97338,..,..,..,..,..,..
Estonia,EST,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.7037,97.14974,97.1917,97.25396,97.7984,..,..,..,..,..
Estonia,EST,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99398,1.00007,1.00148,1.00048,1.0026,..,..,..,..,..
Estonia,EST,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1598,2012,2244,2142,1946,..,..,..,..,..
Eswatini,SWZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.07032,..,..,..,..,..,..,..,..,..
Eswatini,SWZ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,114.84558,113.52822,111.79143,110.34846,110.05198,..,..,..,..,..
Eswatini,SWZ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.90716,0.90907,0.91816,0.92021,0.92264,..,..,..,..,..
Eswatini,SWZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,29136,31776,31985,35890,33794,..,..,..,..,..
Ethiopia,ETH,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.60202,4.73792,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,94.96896,96.0853,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.91799,0.90851,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,2194044,2306559,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,105.49171,105.2167,..,..,114.20406,..,..,..,..
Fiji,FJI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,0.97788,0.97785,..,..,0.9628,..,..,..,..
Fiji,FJI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,900,576,..,..,..,..,..,..,..
Finland,FIN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.10237,7.03208,6.85153,6.37621,..,..,..,..,..,..
Finland,FIN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.40415,100.25984,100.19064,99.89141,99.93277,..,..,..,..,..
Finland,FIN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9958,0.99416,0.99556,0.99487,0.9947,..,..,..,..,..
Finland,FIN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1356,2192,2612,4187,4885,..,..,..,..,..
France,FRA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,5.4516,..,..,..,..,..,..
France,FRA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.0311,101.66452,101.97262,102.10581,102.58856,..,..,..,..,..
France,FRA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9952,0.99378,0.99451,0.99407,0.99458,..,..,..,..,..
France,FRA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,56322,21490,7005,2457,1763,..,..,..,..,..
French Polynesia,PYF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.66667,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
"Gambia, The",GMB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.23094,2.16003,2.02443,..,2.4203,..,..,..,..,..
"Gambia, The",GMB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,89.10555,93.01692,95.40293,99.07141,102.46346,106.93159,..,..,..,..
"Gambia, The",GMB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.05557,1.06765,1.07557,1.08312,1.0942,1.10831,..,..,..,..
"Gambia, The",GMB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,95642,78511,74977,68730,65020,54332,..,..,..,..
Georgia,GEO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,3.59387,3.57443,3.52106,..,..,..,..,..
Georgia,GEO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.77055,102.83486,100.51843,100.92728,99.22566,99.69997,..,..,..,..
Georgia,GEO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99094,1.0015,1.0033,1.01081,1.01153,1.00773,..,..,..,..
Georgia,GEO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1872,738,5946,2277,2434,1998,..,..,..,..
Germany,DEU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.93962,4.83498,4.84022,4.90512,..,..,..,..,..,..
Germany,DEU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.35925,101.60096,102.6915,104.1598,104.27981,..,..,..,..,..
Germany,DEU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99653,0.99873,1.00026,1.00257,1.00722,..,..,..,..,..
Germany,DEU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,92141,52589,14502,15035,19808,..,..,..,..,..
Ghana,GHA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.49182,4.51089,4.48683,3.61798,3.98944,..,..,..,..,..
Ghana,GHA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,104.55587,108.31824,107.39577,106.05085,104.20701,105.57795,..,..,..,..
Ghana,GHA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99941,0.99964,1.01234,1.0101,1.01216,1.01386,..,..,..,..
Ghana,GHA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,90704,153986,35432,..,..,..,..
Gibraltar,GIB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,100.80882,103.72301,..,108.93812,..,..,..,..
Gibraltar,GIB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,0.99394,1.0034,..,1.02162,..,..,..,..
Gibraltar,GIB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,8,..,..,..,..,..,..,..
Greece,GRC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.27929,99.06667,99.06119,99.56859,99.54217,..,..,..,..,..
Greece,GRC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98818,0.99104,0.99577,1.00029,1.00344,..,..,..,..,..
Greece,GRC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,18984,14097,9878,8147,9246,..,..,..,..,..
Greenland,GRL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,3.1738,..,..,..,..,..,..
Grenada,GRD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,117.46416,116.34981,110.70803,108.66678,105.998,..,..,..,..,..
Grenada,GRD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98171,0.96442,0.96948,0.95256,0.98459,..,..,..,..,..
Grenada,GRD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,94,..,..,..,..,..
Guam,GUM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.98562,3.03033,2.94474,2.95182,3.14093,3.2122,..,..,..,..
Guatemala,GTM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.01464,99.8779,99.12477,99.61362,100.54267,100.72252,..,..,..,..
Guatemala,GTM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97053,0.96894,0.96774,0.96986,0.9742,0.97812,..,..,..,..
Guatemala,GTM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,276594,282536,296224,271393,246375,248887,..,..,..,..
Guinea,GIN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.42281,2.51714,2.54456,2.31765,2.31594,..,..,..,..,..
Guinea,GIN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,84.98477,..,82.36128,..,..,..,..,..,..,..
Guinea,GIN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.84614,..,0.81931,..,..,..,..,..,..,..
Guinea,GIN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,381963,..,425413,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.84796,5.21483,6.061,6.23007,5.49358,..,..,..,..,..
Guyana,GUY,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.02452,3.15723,2.44959,2.68945,2.78047,..,..,..,..,..
Haiti,HTI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Honduras,HND,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.09012,6.41297,..,..,6.06746,..,..,..,..,..
Honduras,HND,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,91.24583,92.51112,92.37048,91.50589,..,91.48806,..,..,..,..
Honduras,HND,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98524,0.99439,0.99548,0.99938,..,1.00072,..,..,..,..
Honduras,HND,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,241802,249992,232938,214406,..,151457,..,..,..,..
"Hong Kong SAR, China",HKG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.57255,3.26212,3.29265,3.3101,3.32652,3.81058,..,..,..,..
"Hong Kong SAR, China",HKG,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,109.81981,111.23752,109.83429,110.07818,111.15675,112.12076,..,..,..,..
"Hong Kong SAR, China",HKG,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00891,1.01762,1.03004,1.04121,1.04478,1.04911,..,..,..,..
"Hong Kong SAR, China",HKG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,2109,3277,5643,7432,8187,..,..,..,..,..
Hungary,HUN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.61743,4.51866,4.65539,4.6671,..,..,..,..,..,..
Hungary,HUN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.49247,102.15653,101.75031,100.50428,96.40999,..,..,..,..,..
Hungary,HUN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99306,0.9968,0.99754,0.99419,0.99296,..,..,..,..,..
Hungary,HUN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,11716,11069,8646,9986,17172,..,..,..,..,..
Iceland,ISL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.68858,7.51291,7.49521,7.65822,..,..,..,..,..,..
Iceland,ISL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.70069,98.57701,99.48309,100.34877,100.31304,..,..,..,..,..
Iceland,ISL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99037,0.99904,0.999,0.99995,0.99755,..,..,..,..,..
Iceland,ISL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,537,408,143,15,19,..,..,..,..,..
